,chembl_id,IC50,unit,Smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
0,CHEMBL3680444,0.042,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,10.37675071,428.1596885,7,3,2.9967,TRUE
1,CHEMBL3680508,0.045,nM,NC(=O)c1cccc2c(NCc3ccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)cc3)ncnc12,10.34678749,455.1317574,6,4,3.335,TRUE
2,CHEMBL3680447,0.046,nM,CCN(CC)c1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,10.33724217,482.2430242,6,3,5.0003,TRUE
3,CHEMBL3680552,0.06,nM,N#Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,10.22184875,395.1494582,7,3,3.35108,TRUE
4,CHEMBL3685243,0.061,nM,Cc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,10.21467016,411.1695249,5,3,3.90152,TRUE
5,CHEMBL3685277,0.089,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,10.05060999,427.1756729,6,4,3.1936,TRUE
6,CHEMBL3675525,0.17,nM,NC(=O)c1cccc2c(NCc3cccc(NC(O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,9.769551079,485.1474877,6,4,4.6017,TRUE
7,CHEMBL3685262,0.18,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4)c3)ncnc12,9.744727495,431.1149025,5,3,4.2465,TRUE
8,CHEMBL3680596,0.18,nM,N#CCc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.744727495,409.1651082,7,3,3.54548,TRUE
9,CHEMBL3639841,0.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OC(F)(F)O5)c3)ncnc12,9.698970004,477.1248605,7,3,3.9146,TRUE
10,CHEMBL3685245,0.21,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,9.677780705,483.1318377,5,3,4.751,TRUE
11,CHEMBL3685306,0.22,nM,COc1cc(F)c(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,9.657577319,463.1455959,6,3,3.8799,TRUE
12,CHEMBL3670499,0.24,nM,NC(=O)c1cc(O)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,9.619788758,362.0990603,5,3,3.0652,TRUE
13,CHEMBL3675441,0.25,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,9.602059991,433.1350312,5,3,3.8713,TRUE
14,CHEMBL3680500,0.26,nM,CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.585026652,427.1756729,7,4,3.0298,TRUE
15,CHEMBL3680420,0.27,nM,CC(C)c1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,9.568636236,443.206973,6,4,4.0006,TRUE
17,CHEMBL3680554,0.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4[nH]nc5c4CCCC5)c3)ncnc12,9.522878745,441.191323,6,4,3.195,TRUE
18,CHEMBL3680403,0.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,9.522878745,465.0759301,5,3,4.8999,TRUE
19,CHEMBL3685257,0.31,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1OC,9.508638306,457.1750042,7,3,3.6103,TRUE
20,CHEMBL4799738,0.316,nM,Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2)cn1,9.500312917,453.1713365,6,3,5.557,TRUE
21,CHEMBL3675501,0.32,nM,Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.494850022,426.1804239,6,3,3.85752,TRUE
22,CHEMBL3685237,0.33,nM,CC(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,9.48148606,429.191323,6,4,3.4396,TRUE
23,CHEMBL4784002,0.336,nM,Cn1cc(-c2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)cn1,9.473660723,453.1713365,6,3,5.557,TRUE
25,CHEMBL3675459,0.35,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,9.455931956,546.1378862,6,3,4.8484,TRUE
26,CHEMBL3675446,0.35,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4Cl)c3)ncnc12,9.455931956,465.0759301,5,3,4.8999,TRUE
27,CHEMBL3670467,0.35,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.455931956,427.1644395,6,3,3.6017,TRUE
28,CHEMBL4633715,0.37,nM,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCP(=O)(O)O,9.431798276,571.2108319,8,5,3.6853,TRUE
29,CHEMBL415049,0.37,nM,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,9.431798276,587.2057466,9,5,3.6169,TRUE
30,CHEMBL3685250,0.38,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,9.420216403,466.1365084,6,3,4.0069,TRUE
31,CHEMBL3680550,0.38,nM,COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.420216403,485.2063043,7,3,4.1793,TRUE
32,CHEMBL3685252,0.38,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Cl)c4)c3)ncnc12,9.420216403,431.1149025,5,3,4.2465,TRUE
33,CHEMBL3680572,0.39,nM,Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.408935393,384.1698593,6,3,3.78782,TRUE
34,CHEMBL3329684,0.4,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)NCCN3CCCC3)c2C)c(F)c1,9.397940009,588.2496464,6,5,4.05944,TRUE
35,CHEMBL3675493,0.4,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Cl)N=C2)c1,9.397940009,448.1414516,6,3,3.8061,TRUE
36,CHEMBL3675444,0.4,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(O)c2)c1,9.397940009,445.1550177,6,4,3.9988,TRUE
37,CHEMBL3680460,0.41,nM,COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.387216143,459.1706678,6,3,4.3018,TRUE
38,CHEMBL3675438,0.43,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,9.366531544,455.1593542,7,3,3.8828,TRUE
39,CHEMBL3670485,0.46,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)nc4)c3)ncnc12,9.337242168,432.1101515,6,3,3.6415,TRUE
40,CHEMBL3680417,0.46,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)CCO5)c3)ncnc12,9.337242168,439.1644395,6,3,3.528,TRUE
41,CHEMBL3675510,0.47,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,9.327902142,451.1211307,5,3,3.721,TRUE
42,CHEMBL3685249,0.5,nM,CC(=O)Nc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.301029996,454.1753386,6,4,3.5515,TRUE
43,CHEMBL3680588,0.5,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC(F)(F)C2)c1,9.301029996,439.1819814,5,3,4.2757,TRUE
44,CHEMBL3680522,0.5,nM,COc1ccc(C(=O)Nc2cccc(CNc3ccnc4c(C(N)=O)cccc34)c2)cc1F,9.301029996,444.1597688,5,3,4.3458,TRUE
45,CHEMBL2380829,0.5,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F,9.301029996,442.1241322,4,3,5.3504,TRUE
46,CHEMBL3680587,0.5,nM,Cc1nc(-c2cccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2)no1,9.301029996,479.1705875,8,3,3.95152,TRUE
47,CHEMBL3680455,0.51,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)c3)ncnc12,9.292429824,455.1317574,6,4,3.335,TRUE
48,CHEMBL3685272,0.52,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(C(F)(F)F)c4)c3)ncnc12,9.283996656,499.1022871,5,3,5.2653,TRUE
49,CHEMBL3670470,0.52,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.283996656,440.196074,6,3,3.6591,TRUE
50,CHEMBL3680599,0.54,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,9.26760624,425.1663314,5,3,3.8856,TRUE
51,CHEMBL3680446,0.57,nM,COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.244125144,459.1706678,6,3,4.3018,TRUE
52,CHEMBL3680467,0.58,nM,NC(=O)c1cccc2c(NCC3C=CC=C(NC=O)C3)ncnc12,9.236572006,323.1382248,5,3,1.3466,TRUE
53,CHEMBL3680421,0.58,nM,CCn1nc(C(F)(F)F)cc1C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,9.236572006,497.1787076,7,3,4.3893,TRUE
54,CHEMBL3639742,0.59,nM,NC(=O)c1cccc2c(NCc3ccc(F)cc3F)ncnc12,9.229147988,314.0979174,4,2,2.619,TRUE
55,CHEMBL3685307,0.6,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,9.22184875,443.1593542,7,4,3.3073,TRUE
56,CHEMBL2380831,0.6,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,9.22184875,442.1241322,4,3,5.3504,TRUE
57,CHEMBL3685268,0.62,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(CN(C)C)cc2)c1,9.207608311,468.2273741,6,3,4.2157,TRUE
58,CHEMBL3675466,0.66,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Br)C=C2)c1,9.180456064,491.095687,5,3,4.4901,TRUE
60,CHEMBL3685308,0.68,nM,NC(=O)C1=c2ncnc(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2=CCC1,9.167491087,467.1569095,5,3,2.5701,TRUE
61,CHEMBL3675506,0.69,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.161150909,493.0549651,5,3,4.4947,TRUE
62,CHEMBL2380833,0.7,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,9.15490196,442.1241322,4,3,5.3504,TRUE
63,CHEMBL3670468,0.71,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.148741651,475.0643869,5,3,4.3556,TRUE
64,CHEMBL3680571,0.73,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(CO)cc4)c3)ncnc12,9.13667714,427.1644395,6,4,3.0854,TRUE
65,CHEMBL3670498,0.73,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)n1,9.13667714,441.191323,7,3,3.0541,TRUE
66,CHEMBL3680551,0.74,nM,NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.13076828,405.1371792,8,4,2.9996,TRUE
67,CHEMBL3680577,0.76,nM,N#CCc1ccc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)nc1,9.119186408,409.1651082,7,3,3.54548,TRUE
68,CHEMBL3685251,0.79,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Br)c4)c3)ncnc12,9.102372909,475.0643869,5,3,4.3556,TRUE
69,CHEMBL2380832,0.8,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,9.096910013,442.1241322,4,3,5.3504,TRUE
70,CHEMBL3685267,0.8,nM,COc1ccc(C(=O)Nc2cc(CNc3ncnc4c(C(N)=O)cccc34)ccc2C)cc1,9.096910013,441.1800896,6,3,3.91012,TRUE
71,CHEMBL3685293,0.81,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5)nc4)c3)ncnc12,9.091514981,481.2226231,7,3,3.9784,TRUE
72,CHEMBL3675380,0.82,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,9.086186148,292.1324111,4,2,2.9018,TRUE
74,CHEMBL3685266,0.88,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,9.055517328,433.1350312,5,3,3.8713,TRUE
75,CHEMBL3675520,0.89,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCCO3)c1,9.050609993,469.1750042,7,3,3.9253,TRUE
76,CHEMBL2063459,0.9,nM,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,9.045757491,435.1210505,6,4,3.5389,TRUE
77,CHEMBL3680474,0.94,nM,Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,9.026872146,483.1518242,6,3,5.07432,TRUE
78,CHEMBL3680499,0.94,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.026872146,485.2063043,7,3,4.1793,TRUE
79,CHEMBL3670497,0.94,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.026872146,441.191323,7,3,3.0541,TRUE
80,CHEMBL3680542,0.94,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4ccccn4)c3)ncnc12,9.026872146,370.1542092,6,3,3.4794,TRUE
81,CHEMBL3680567,0.96,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(CO)cc34)c2)cc1,9.017728767,457.1750042,7,4,3.094,TRUE
82,CHEMBL3680556,1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(-c5ncc[nH]5)cc4)c3)ncnc12,9,463.1756729,6,4,3.9832,TRUE
83,CHEMBL2380827,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,9,424.133554,4,3,5.2113,TRUE
84,CHEMBL2380830,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,9,442.1241322,4,3,5.3504,TRUE
85,CHEMBL2380835,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,9,492.1209386,4,3,6.2301,TRUE
86,CHEMBL2380838,1,nM,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,9,454.1441187,5,3,5.2199,TRUE
87,CHEMBL2063461,1,nM,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1,9,415.1756729,6,4,3.19392,TRUE
89,CHEMBL2380824,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,9,474.1303604,4,3,6.091,TRUE
90,CHEMBL2380825,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,9,424.133554,4,3,5.2113,TRUE
91,CHEMBL1097106,1,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CC(O)CO)cc2-c2ccnc3[nH]ccc23)cc1,9,468.1909886,6,5,4.0906,TRUE
92,CHEMBL215275,1,nM,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,9,537.2499807,9,4,3.5085,TRUE
93,CHEMBL3680548,1,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,9,376.1106301,7,3,3.5409,TRUE
94,CHEMBL3670504,1,nM,COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,9,491.2144244,7,2,3.7067,TRUE
95,CHEMBL3680476,1,nM,COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9,498.2379388,7,3,4.0945,TRUE
96,CHEMBL381724,1,nM,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,9,515.2281024,10,2,3.5254,TRUE
97,CHEMBL3393498,1,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1,9,468.1797552,6,3,5.4245,TRUE
98,CHEMBL3685248,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,8.958607315,403.200825,5,3,3.8596,TRUE
99,CHEMBL3675453,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCCC5)c4)c3)ncnc12,8.958607315,467.206973,7,3,3.5883,TRUE
100,CHEMBL3680470,1.1,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,8.958607315,500.2648223,8,5,3.5371,TRUE
102,CHEMBL1173411,1.19,nM,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,8.924453039,432.1433697,4,5,4.16662,TRUE
103,CHEMBL3675491,1.2,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1,8.920818754,463.1211307,5,3,4.9466,TRUE
104,CHEMBL3685241,1.2,nM,Cc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,8.920818754,411.1695249,5,3,3.90152,TRUE
105,CHEMBL3329669,1.2,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,8.920818754,502.1852346,5,5,4.11194,TRUE
106,CHEMBL3680549,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,8.920818754,402.1552718,7,5,1.8984,TRUE
107,CHEMBL3670471,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OCO5)c3)ncnc12,8.920818754,441.1437041,7,3,3.3218,TRUE
108,CHEMBL3670474,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(SC(F)(F)F)cc4)c3)ncnc12,8.920818754,497.1133305,6,3,5.205,TRUE
110,CHEMBL3329673,1.3,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c(F)c1,8.886056648,520.1758127,5,5,4.25104,TRUE
111,CHEMBL3675465,1.3,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,8.886056648,457.2226231,6,4,4.1747,TRUE
112,CHEMBL3675406,1.4,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCC3)c2)c1,8.853871964,524.2648223,8,3,3.691,TRUE
113,CHEMBL3675487,1.4,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,8.853871964,494.1678086,6,3,4.958,TRUE
115,CHEMBL3680390,1.4,nM,NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)c2=CCC1,8.853871964,574.1691863,6,3,3.3408,TRUE
116,CHEMBL3670464,1.4,nM,NC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,8.853871964,307.1433102,5,3,1.8406,TRUE
117,CHEMBL3329675,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)c(F)c1,8.823908741,538.1663909,5,5,4.39014,TRUE
118,CHEMBL3685286,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(O)c4ccccc4)c3)ncnc12,8.823908741,510.2743243,7,4,4.8609,TRUE
120,CHEMBL3329670,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)cc1,8.823908741,492.1445126,5,5,3.93204,TRUE
121,CHEMBL3675337,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,8.823908741,296.1073393,4,2,2.4799,TRUE
122,CHEMBL3680481,1.5,nM,CS(=O)(=O)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908741,475.1314252,7,3,2.9966,TRUE
124,CHEMBL3685214,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(Nc4ccccn4)c3)ncnc12,8.823908741,481.2590086,7,3,4.8965,TRUE
125,CHEMBL3675371,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4)c3)ncnc12,8.823908741,412.1647739,5,4,3.9848,TRUE
126,CHEMBL3685210,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cnn5c4CNCC5)c3)ncnc12,8.795880017,442.1865719,8,4,1.8928,TRUE
128,CHEMBL3685254,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,8.795880017,404.196074,6,4,2.2789,TRUE
129,CHEMBL3675325,1.6,nM,NC(=O)c1cc(OCCCNCCO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,8.795880017,463.1831243,7,4,2.7104,TRUE
130,CHEMBL3670478,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.795880017,445.1305526,5,3,4.1754,TRUE
131,CHEMBL3685242,1.7,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c3=CCCC=4C(N)=O)c2)c1,8.769551079,442.2117241,6,3,1.6173,TRUE
133,CHEMBL3670476,1.7,nM,COc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)c2c1,8.769551079,445.1550177,6,3,3.7408,TRUE
134,CHEMBL3329668,1.8,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,8.744727495,488.1695845,5,5,3.72184,TRUE
135,CHEMBL3685247,1.8,nM,CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.744727495,441.1800896,6,3,3.9918,TRUE
136,CHEMBL3685287,1.8,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(OC(F)(F)F)cc4)c3)ncnc12,8.744727495,499.1267523,6,3,4.6308,TRUE
137,CHEMBL3675516,1.8,nM,C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,8.744727495,524.2535889,7,3,4.6507,TRUE
138,CHEMBL3680532,1.8,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,8.744727495,495.1518242,6,3,4.6205,TRUE
139,CHEMBL3675431,1.9,nM,COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,8.721246399,504.228517,7,3,1.8017,TRUE
140,CHEMBL3329664,1.9,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,8.721246399,474.1539344,5,5,3.79294,TRUE
141,CHEMBL3685222,1.9,nM,CC(C)N1CCC(C(=O)Nc2cccc(CNC3=NC=NC4C(C(N)=O)=CCC=C34)c2)CC1,8.721246399,448.2586743,6,3,2.3859,TRUE
142,CHEMBL3685255,1.9,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,8.721246399,468.2273741,6,3,4.0859,TRUE
143,CHEMBL2380823,2,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,8.698970004,424.133554,4,3,5.2113,TRUE
144,CHEMBL2380826,2,nM,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,8.698970004,420.1586259,4,3,5.38062,TRUE
146,CHEMBL2380839,2,nM,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,8.698970004,436.1535405,5,3,5.0808,TRUE
147,CHEMBL3087777,2,nM,CC(=O)N[C@@H]1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,8.698970004,373.1417859,6,2,2.03502,TRUE
148,CHEMBL3393486,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3c(F)cccc3[nH]2)o1.Cl,8.698970004,586.1201448,9,4,3.5543,TRUE
149,CHEMBL3685258,2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,8.698970004,481.1361741,6,3,4.4917,TRUE
150,CHEMBL1089116,2,nM,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,8.698970004,422.1855093,4,3,5.7573,TRUE
151,CHEMBL1097454,2,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CCCO)cc2-c2ccnc3[nH]ccc23)cc1,8.698970004,452.196074,5,4,5.1198,TRUE
